test_prop,test_age,test_gender,test_race,source_n,source_prop,fairface_n,fairface_prop,fairface_p_value,fairface_power,deepface_n,deepface_prop,deepface_p_value,deepface_power
age_bins,60-69,Female,Black,2221,0.0184601530841963,1851,0.00918422474338196,0.0128700418205775,0.342285367926885,856,0,6.28330083418872e-05,0.999929880692497
genders,60-69,Female,Black,183,0.224043715846995,120,0.141666666666667,0.074656272771928,0.12654440997066,1,0,0.591324844034519,0
races,60-69,Female,Black,397,0.103274559193955,193,0.0880829015544041,0.56091655754027,0.00887348611462213,3,0,0.556838701016374,0.0330043625618853
age_bins,60-69,Female,Indian,1742,0.0183696900114811,1100,0.0136363636363636,0.335177200411022,0.0235765882554297,514,0,0.00196935992106996,0.992841756988008
genders,60-69,Female,Indian,142,0.225352112676056,111,0.135135135135135,0.0671110450327629,0.135280094800478,0,0,0,0
races,60-69,Female,Indian,397,0.0806045340050378,193,0.077720207253886,0.903379344081241,0.0032161925213967,3,0,0.608175121145088,0.0242123758262997
age_bins,60-69,Female,Other,942,0.00530785562632696,2173,0.00506212609295904,0.929781876542486,0.0031118330749064,1666,0,0.00291507786378274,0.729001216840815
genders,60-69,Female,Other,10,0.5,209,0.0526315789473684,1.09199500691245e-07,0.675318108530133,8,0,0.0186029299011357,0.634498452358146
races,60-69,Female,Other,397,0.0125944584382872,193,0.0569948186528497,0.0018388936972149,0.485372711119562,3,0,0.844918686432823,0.00534102783107048
age_bins,60-69,Female,All,11521,0.0344588143390331,11558,0.0166983907250389,1.25824904173541e-17,0.999999994390654,9220,0.000325379609544469,1.3945189583721e-70,1
genders,60-69,Female,All,1183,0.335587489433643,1182,0.163282571912014,3.57726361306843e-22,0.999999999996322,58,0.0517241379310345,6.29578888684763e-06,0.997513393904389
age_bins,60-69,Male,White,5547,0.0840093744366324,4746,0.104930467762326,0.00028172203633203,0.743768016681491,5101,0.00411683983532641,1.65062962601034e-86,1
genders,60-69,Male,White,772,0.603626943005181,632,0.787974683544304,1.27844019932195e-13,0.999997698126476,23,0.91304347826087,0.00268522165514589,0.738870799655777
races,60-69,Male,White,786,0.592875318066158,989,0.503538928210313,0.000174673694220697,0.786426244309362,55,0.381818181818182,0.0021770047674351,0.532923069790878
age_bins,60-69,Male,Asian,1644,0.0383211678832117,1594,0.0589711417816813,0.00623802899601114,0.412235165634446,3546,0.00705019740552735,4.750465801094e-16,0.999997930890065
genders,60-69,Male,Asian,76,0.828947368421053,110,0.854545454545454,0.636168777068854,0.00655192038264206,26,0.961538461538462,0.0899031088969953,0.170561577886702
races,60-69,Male,Asian,786,0.0801526717557252,989,0.0950455005055612,0.272376311281154,0.0311576077767005,55,0.454545454545455,1.79318994294686e-18,0.999788788219982
age_bins,60-69,Male,Black,2337,0.0607616602481814,2130,0.0483568075117371,0.068947288789729,0.126809401801635,2702,0.000370096225018505,6.26100116015048e-38,1
genders,60-69,Male,Black,183,0.775956284153005,120,0.858333333333333,0.074656272771928,0.12654440997066,1,1,0.591324844034519,0
races,60-69,Male,Black,786,0.180661577608142,989,0.104145601617796,3.44574212202332e-06,0.950882726395441,55,0.0181818181818182,0.00192903700856846,0.917415952809983
age_bins,60-69,Male,Indian,2285,0.0481400437636762,1383,0.06941431670282,0.0066832296836053,0.381229515526555,956,0,5.12455304004749e-12,1
genders,60-69,Male,Indian,142,0.774647887323944,111,0.864864864864865,0.0671110450327629,0.135280094800478,0,0,0,0
races,60-69,Male,Indian,786,0.139949109414758,989,0.0970677451971689,0.00508234707963071,0.428359475159097,55,0,0.00292212417303905,0.994300884449317
age_bins,60-69,Male,Other,768,0.00651041666666667,2680,0.0738805970149254,2.69674208686464e-12,0.999999999968479,2528,0.00316455696202532,0.195121127880548,0.037641276861225
genders,60-69,Male,Other,10,0.5,209,0.947368421052632,1.09199500691245e-07,0.675318108530132,8,1,0.0186029299011357,0.634498452358146
races,60-69,Male,Other,786,0.00636132315521628,989,0.200202224469161,3.27438491047161e-37,1,55,0.145454545454545,6.28350827256362e-16,0.932962333137103
age_bins,60-69,Male,All,12581,0.0624751609569986,12533,0.0789116731827974,3.73993757472003e-07,0.983069678252285,14833,0.00370794849322457,6.00391992879784e-174,1
genders,60-69,Male,All,1183,0.664412510566357,1182,0.836717428087986,3.5772636130685e-22,0.999999999996322,58,0.948275862068966,6.29578888684763e-06,0.997513393904389
age_bins,60-69,All,White,10221,0.0755307699833676,9285,0.068066774367259,0.0439672688191832,0.170962866789486,9037,0.00254509239791966,2.06696528013377e-142,1
races,60-69,All,White,1183,0.652578191039729,1182,0.534686971235195,5.33070139542379e-09,0.998039050027005,58,0.396551724137931,7.26049277554117e-05,0.81264713137065
age_bins,60-69,All,Asian,3586,0.0211935303959844,3489,0.0315276583548295,0.0066040535399985,0.404354817772991,5794,0.00448740075940628,3.4207719175415e-14,0.999996164706136
races,60-69,All,Asian,1183,0.0642434488588335,1182,0.0930626057529611,0.00923494487162667,0.361646023676143,58,0.448275862068966,2.56495812058794e-25,0.999981916958255
age_bins,60-69,All,Black,4558,0.0401491882404563,3981,0.0301431801055011,0.0126574986757715,0.323944521893738,3558,0.000281056773468241,4.94822244905939e-33,1
races,60-69,All,Black,1183,0.15469146238377,1182,0.101522842639594,0.000109651715855823,0.821263230160819,58,0.0172413793103448,0.00402732984887108,0.861107318211342
age_bins,60-69,All,Indian,4027,0.0352619816240377,2483,0.0447039871123641,0.0555364883577292,0.141018731806024,1470,0,2.99784174249356e-13,1
races,60-69,All,Indian,1183,0.120033812341505,1182,0.0939086294416244,0.0398529688382254,0.181723381670775,58,0,0.00504983480916136,0.989094749163859
age_bins,60-69,All,Other,1710,0.00584795321637427,4853,0.0430661446527921,1.7196808011856e-13,0.999999999945959,4194,0.00190748688602766,0.0127357481507132,0.249093099018092
races,60-69,All,Other,1183,0.0084530853761623,1182,0.176818950930626,2.73205040739026e-45,1,58,0.137931034482759,8.10232076218536e-16,0.906864457114153
age_bins,60-69,All,All,24102,0.0490830636461704,24091,0.0490639657963555,0.992257474751483,0.00300136375618884,24053,0.00241134162058787,3.86985319718592e-229,1
genders,All,Female,White,10221,0.457293806868213,9285,0.488852988691438,1.03674545557926e-05,0.92534899591385,9037,0.435542768617904,0.0024474478320982,0.525002426832167
races,All,Female,White,11521,0.405693950177936,11558,0.392715002595605,0.0441075606663126,0.169887004853539,9220,0.426898047722343,0.00207273838223116,0.54414041282416
genders,All,Female,Asian,3586,0.541550474065811,3489,0.543135568930926,0.893564704742796,0.0032614855347273,5794,0.387987573351743,7.00484575472856e-48,1
races,All,Female,Asian,11521,0.168561756791945,11558,0.163955701678491,0.347356116201992,0.0213269639447901,9220,0.243817787418655,5.02883475052083e-41,1
genders,All,Female,Black,4558,0.487275120666959,3981,0.464958553127355,0.0394279899425558,0.1820115002838,3558,0.240584598088814,2.32278403399e-114,1
races,All,Female,Black,11521,0.192778404652374,11558,0.160148814673819,7.92677306801384e-11,0.999800060681314,9220,0.0928416485900217,4.86492180232775e-90,1
genders,All,Female,Indian,4027,0.432580084430097,2483,0.443012484897302,0.409723921590758,0.0161071203046988,1470,0.349659863945578,3.17024142170306e-08,0.995552316256151
races,All,Female,Indian,11521,0.151202152590921,11558,0.0951721751168022,2.29495995022197e-38,1,9220,0.0557483731019523,1.07587529712158e-106,1
genders,All,Female,Other,1710,0.550877192982456,4853,0.447764269524006,2.09352130447523e-13,0.999994026498879,4194,0.39723414401526,4.12885814514855e-27,0.999999999999997
races,All,Female,Other,11521,0.0817637357868241,11558,0.188008305935283,2.49933642138e-123,1,9220,0.180694143167028,3.62754910431332e-101,1
genders,All,Female,All,24102,0.478010123641192,24091,0.479764227304803,0.699925934607135,0.00530644028473707,24053,0.383320167962416,9.69698799739197e-98,1
genders,All,Male,White,10221,0.542706193131787,9285,0.511147011308562,1.03674545557919e-05,0.92534899591385,9037,0.564457231382096,0.0024474478320982,0.525002426832167
races,All,Male,White,12581,0.440902948891185,12533,0.378680284050108,1.18427891731932e-23,0.999999999999196,14833,0.343895368435246,1.34008643003588e-60,1
genders,All,Male,Asian,3586,0.458449525934189,3489,0.456864431069074,0.893564704742794,0.00326148553472733,5794,0.612012426648257,7.00484575472856e-48,1
races,All,Male,Asian,12581,0.130673237421509,12533,0.127184233623235,0.409405929129614,0.0161402177238595,14833,0.239061551944988,2.48219731390285e-115,1
genders,All,Male,Black,4558,0.512724879333041,3981,0.535041446872645,0.0394279899425558,0.1820115002838,3558,0.759415401911186,2.32278403399013e-114,1
races,All,Male,Black,12581,0.185756299181305,12533,0.169951328492779,0.00105693055891483,0.620965704395564,14833,0.182161396885323,0.443820171232623,0.01391975935258
genders,All,Male,Indian,4027,0.567419915569903,2483,0.556987515102698,0.40972392159076,0.0161071203046984,1470,0.650340136054422,3.17024142170302e-08,0.995552316256151
races,All,Male,Indian,12581,0.18162308242588,12533,0.110348679486157,1.4649467451234e-57,1,14833,0.0644508865367761,5.62425185346259e-197,1
genders,All,Male,Other,1710,0.449122807017544,4853,0.552235730475994,2.09352130447523e-13,0.999994026498879,4194,0.60276585598474,4.12885814514852e-27,0.999999999999997
races,All,Male,Other,12581,0.0610444320801208,12533,0.213835474347722,4.37905908550058e-271,1,14833,0.170430796197667,1.76040116934251e-169,1
genders,All,Male,All,24102,0.521989876358808,24091,0.520235772695197,0.699925934607135,0.00530644028473707,24053,0.616679832037584,9.6969879973917e-98,1
races,All,All,White,24102,0.424072691062982,24091,0.385413639948529,5.375418581791e-18,0.999999993260332,24053,0.375711969400906,2.43853286575072e-27,0.999999999999998
races,All,All,Asian,24102,0.148784333250353,24091,0.144825868581628,0.21955829035533,0.0409424804616554,24053,0.240884712925623,1.30324969502027e-143,1
races,All,All,Black,24102,0.189112936685752,24091,0.165248433024781,6.86536034910896e-12,0.999951153565471,24053,0.147923335966408,1.4710378567178e-33,1
races,All,All,Indian,24102,0.167081569994191,24091,0.103067535594205,6.71871416949558e-94,1,24053,0.0611150376252442,1.12321670388073e-292,1
races,All,All,Other,24102,0.0709484690067214,24091,0.201444522850857,0,1,24053,0.174364944081819,2.86968272940086e-262,1
