test_prop,test_age,test_gender,test_race,source_prop,fairface_n,fairface_prop,fairface_p_value,deepface_n,deepface_prop,deepface_p_value
age_bins,30-39,Male,Asian,0.156934306569343,1594,0.136762860727729,0.0268238991929981,3546,0.292442188381275,2.43880253532041e-109
genders,30-39,Male,Asian,0.586363636363636,345,0.631884057971015,0.08601337403553,1858,0.558127018299246,0.0134585996893442
races,30-39,Male,Asian,0.104032258064516,2780,0.0784172661870504,9.70212763578157e-06,5713,0.181515841064239,2.57731998309157e-82
age_bins,30-39,Male,Black,0.255455712451861,2130,0.295305164319249,2.47515633204632e-05,2702,0.452257586972613,5.6331162255715e-122
genders,30-39,Male,Black,0.492168178070899,955,0.658638743455497,3.90204850366517e-25,1681,0.726948245092207,6.49246340787415e-83
races,30-39,Male,Black,0.240725806451613,2780,0.226258992805755,0.074397108127932,5713,0.213898127078593,2.10559803988817e-06
age_bins,30-39,Male,Indian,0.204814004376368,1383,0.303687635574837,4.07236186733444e-20,956,0.515690376569038,1.09103132350006e-125
genders,30-39,Male,Indian,0.679245283018868,551,0.762250453720508,2.98935883369471e-05,794,0.620906801007557,0.000428616303087358
races,30-39,Male,Indian,0.188709677419355,2780,0.151079136690647,3.96119172569035e-07,5713,0.0862944162436548,2.04935844012142e-87
age_bins,30-39,Male,Other,0.190104166666667,2680,0.231716417910448,4.01765078843813e-08,2528,0.399525316455696,6.34232338543321e-159
genders,30-39,Male,Other,0.568093385214008,884,0.702488687782805,6.93662998354893e-16,1767,0.571590265987549,0.766655514084007
races,30-39,Male,Other,0.0588709677419355,2780,0.223381294964029,1.44907022074802e-297,5713,0.176789777699982,0
age_bins,30-39,Male,All,0.197122645258723,12533,0.221814409957712,3.69370372715497e-12,14833,0.385154722578035,0
genders,30-39,Male,All,0.570771001150748,4247,0.654579703319991,1.30170560010059e-28,9735,0.586851566512583,0.00134834849850151
age_bins,30-39,All,White,0.17082477252715,9285,0.162843295638126,0.041002507827921,9037,0.402235255062521,0
races,30-39,All,White,0.401841196777906,4247,0.356016011302096,1.11998480762299e-09,9735,0.373394966615306,1.0358059066049e-08
age_bins,30-39,All,Asian,0.122699386503067,3489,0.0988822012037833,1.80363366486611e-05,5794,0.320676561960649,0
races,30-39,All,Asian,0.10126582278481,4247,0.0812338121026607,1.50937433622968e-05,9735,0.190857729840781,4.96409490315315e-189
age_bins,30-39,All,Black,0.26612549363756,3981,0.23988947500628,0.000179848895143048,3558,0.472456436200112,5.50256004266811e-171
races,30-39,All,Black,0.279171461449942,4247,0.224864610313162,3.07246442482429e-15,9735,0.172675911658963,1.23738070075154e-121
age_bins,30-39,All,Indian,0.171095108020859,2483,0.221908981071285,1.77333429135525e-11,1470,0.540136054421769,0
races,30-39,All,Indian,0.158573072497123,4247,0.129738639039322,2.68463530466033e-07,9735,0.0815613764766307,2.08262046554672e-96
age_bins,30-39,All,Other,0.150292397660819,4853,0.182155367813723,5.25210772455132e-10,4194,0.421316165951359,0
races,30-39,All,Other,0.0591484464902186,4247,0.20814692724276,0,9735,0.18151001540832,0
age_bins,30-39,All,All,0.180275495809476,24091,0.176289900792827,0.107565935347606,24053,0.404731218559016,0
age_bins,40-49,Female,White,0.076379974326059,4539,0.105309539546156,2.1654375601402e-13,3936,0.15599593495935,3.38618970178154e-79
genders,40-49,Female,White,0.343269230769231,1102,0.433756805807622,2.50663288537387e-10,1898,0.32349841938883,0.0696621689379171
races,40-49,Female,White,0.554347826086957,718,0.665738161559889,1.91209112090443e-09,782,0.785166240409207,7.31886996590091e-39
age_bins,40-49,Female,Asian,0.0133882595262616,1895,0.0137203166226913,0.899912817914589,2248,0.0387010676156584,7.93134647583927e-26
genders,40-49,Female,Asian,0.213114754098361,129,0.201550387596899,0.748406806373112,577,0.150779896013865,0.000255759275469531
races,40-49,Female,Asian,0.0403726708074534,718,0.0362116991643454,0.571087600533471,782,0.111253196930946,3.74378656032013e-24
age_bins,40-49,Female,Black,0.0679873930661864,1851,0.037817396002161,2.51634519685796e-07,856,0.0175233644859813,4.48194325890325e-09
genders,40-49,Female,Black,0.401595744680851,344,0.203488372093023,6.61626570480016e-14,362,0.0414364640883978,1.05613009392245e-44
races,40-49,Female,Black,0.234472049689441,718,0.0974930362116992,2.28876033138681e-18,782,0.0191815856777494,3.95641004005189e-46
age_bins,40-49,Female,Indian,0.0470723306544202,1100,0.0554545454545455,0.189307672879718,514,0.0291828793774319,0.055494201146121
genders,40-49,Female,Indian,0.178649237472767,371,0.164420485175202,0.474321287459815,172,0.0872093023255814,0.00174416902568056
races,40-49,Female,Indian,0.127329192546584,718,0.084958217270195,0.000659281968582416,782,0.0191815856777494,5.8112817243873e-20
age_bins,40-49,Female,Other,0.029723991507431,2173,0.0381960423377819,0.0200449935818032,1666,0.0306122448979592,0.830946465691329
genders,40-49,Female,Other,0.264150943396226,520,0.159615384615385,6.41386115595675e-08,520,0.0980769230769231,4.35614170970883e-18
races,40-49,Female,Other,0.0434782608695652,718,0.115598885793872,1.31746296941967e-21,782,0.0652173913043478,0.00287308377942127
age_bins,40-49,Female,All,0.055897925527298,11558,0.0621214743035127,0.00358500566509549,9220,0.0848156182212581,6.17930421002665e-34
genders,40-49,Female,All,0.306229196386115,2466,0.291159772911598,0.104474919183362,3529,0.221592519127232,5.26600185471938e-28
age_bins,40-49,Male,White,0.123129619614206,4746,0.131479140328698,0.0800221170478909,5101,0.251715349931386,3.35812807012952e-172
genders,40-49,Male,White,0.656730769230769,1102,0.566243194192377,2.50663288537384e-10,1898,0.67650158061117,0.069662168937918
races,40-49,Male,White,0.468128855380398,1748,0.356979405034325,6.21043410947557e-21,2747,0.467419002548234,0.940564004589499
age_bins,40-49,Male,Asian,0.0583941605839416,1594,0.0646173149309912,0.289333831556892,3546,0.138183869148336,1.3729061485332e-91
genders,40-49,Male,Asian,0.786885245901639,129,0.798449612403101,0.748406806373112,577,0.849220103986135,0.000255759275469529
races,40-49,Male,Asian,0.065798492117889,1748,0.0589244851258581,0.24638113405657,2747,0.178376410629778,1.72007362681127e-125
age_bins,40-49,Male,Black,0.0962772785622593,2130,0.128638497652582,4.12022531180245e-07,2702,0.128423390081421,1.47117378256205e-08
genders,40-49,Male,Black,0.598404255319149,344,0.796511627906977,6.61626570480027e-14,362,0.958563535911602,1.05613009392247e-44
races,40-49,Male,Black,0.154215215901302,1748,0.15675057208238,0.76913584606717,2747,0.126319621405169,5.15936311109315e-05
age_bins,40-49,Male,Indian,0.164989059080963,1383,0.224150397686189,3.07482622561785e-09,956,0.164225941422594,0.949313251434833
genders,40-49,Male,Indian,0.821350762527233,371,0.835579514824798,0.474321287459816,172,0.912790697674419,0.00174416902568057
races,40-49,Male,Indian,0.258396161754626,1748,0.177345537757437,9.81618765807804e-15,2747,0.0571532580997452,1.42163684092778e-128
age_bins,40-49,Male,Other,0.1015625,2680,0.163059701492537,2.84578764788835e-26,2528,0.185522151898734,1.10921077732543e-44
genders,40-49,Male,Other,0.735849056603774,520,0.840384615384615,6.41386115595669e-08,520,0.901923076923077,4.3561417097087e-18
races,40-49,Male,Other,0.0534612748457848,1748,0.25,1.96809311961073e-292,2747,0.170731707317073,1.12942821589521e-164
age_bins,40-49,Male,All,0.115968523964709,12533,0.139471794462619,2.14717564254988e-16,14833,0.185195172925234,4.12553235685198e-153
genders,40-49,Male,All,0.693770803613885,2466,0.708840227088402,0.104474919183362,3529,0.778407480872768,5.26600185471928e-28
age_bins,40-49,All,White,0.101751296350651,9285,0.11868605277329,6.75338531368426e-08,9037,0.210025450923979,2.3098241297155e-254
races,40-49,All,White,0.494531621493105,2466,0.446877534468775,2.21033588760358e-06,3529,0.537829413431567,2.68160176238853e-07
age_bins,40-49,All,Asian,0.034021193530396,3489,0.0369733447979364,0.336099176454059,5794,0.0995857783914394,3.88298027782217e-167
races,40-49,All,Asian,0.0580123632905373,2466,0.0523114355231144,0.225879320129163,3529,0.163502408614338,1.32516422639953e-158
age_bins,40-49,All,Black,0.0824923211935059,3981,0.0864104496357699,0.368869366761949,3558,0.101742551995503,2.99615600049558e-05
races,40-49,All,Black,0.178792201616738,2466,0.139497161394972,3.53319866244848e-07,3529,0.102578634173987,1.62033132986676e-32
age_bins,40-49,All,Indian,0.113980630742488,2483,0.149416028997181,2.75495481523098e-08,1470,0.117006802721088,0.715034687640982
races,40-49,All,Indian,0.218259629101284,2466,0.150446066504461,4.00163761161284e-16,3529,0.0487390195522811,1.40025410298989e-131
age_bins,40-49,All,Other,0.0619883040935673,4853,0.107150216361014,3.29481778510691e-39,4194,0.123986647591798,1.49273754778433e-62
races,40-49,All,Other,0.0504041844983357,2466,0.210867802108678,9.35658803136823e-291,3529,0.147350524227827,5.07286224419842e-153
age_bins,40-49,All,All,0.0872541697784416,24091,0.102361877879706,4.81843192896568e-17,24053,0.146717665156114,1.55897009293715e-234
age_bins,50-59,Female,White,0.099058622165169,4539,0.101123595505618,0.641434939351211,3936,0.0208333333333333,6.04501765214266e-61
genders,50-59,Female,White,0.337956204379562,1318,0.348254931714719,0.429272141887997,340,0.241176470588235,0.000161501459040342
races,50-59,Female,White,0.687964338781575,603,0.761194029850746,0.000103962347375944,107,0.766355140186916,0.0800947682499131
age_bins,50-59,Female,Asian,0.0113285272914521,1895,0.00949868073878628,0.451646216802065,2248,0.00667259786476868,0.0369884094856546
genders,50-59,Female,Asian,0.196428571428571,110,0.163636363636364,0.386671090379367,145,0.103448275862069,0.00483049041450624
races,50-59,Female,Asian,0.0326894502228826,603,0.0298507462686567,0.69505426474176,107,0.14018691588785,4.02088602984183e-10
age_bins,50-59,Female,Black,0.0472760018009905,1851,0.0194489465153971,1.68932272433554e-08,856,0.00116822429906542,2.06616906627151e-10
genders,50-59,Female,Black,0.362068965517241,222,0.162162162162162,5.73409953925396e-10,57,0.0175438596491228,6.22466489613944e-08
races,50-59,Female,Black,0.156017830609212,603,0.0597014925373134,7.13186970741728e-11,107,0.00934579439252336,2.90164866645053e-05
age_bins,50-59,Female,Indian,0.0430539609644087,1100,0.0336363636363636,0.123849667763928,514,0,1.51774486227718e-06
genders,50-59,Female,Indian,0.185643564356436,209,0.177033492822967,0.748866257443575,11,0,0.113298447740842
races,50-59,Female,Indian,0.111441307578009,603,0.0613598673300166,9.30122010570055e-05,107,0,0.000248991210836286
age_bins,50-59,Female,Other,0.00849256900212314,2173,0.024390243902439,6.67714894114425e-16,1666,0.00540216086434574,0.16924619207848
genders,50-59,Female,Other,0.163265306122449,383,0.138381201044386,0.187640648731268,92,0.0978260869565217,0.0894682913243987
races,50-59,Female,Other,0.011887072808321,603,0.087893864013267,9.16315660097866e-67,107,0.0841121495327103,5.44404255643387e-12
age_bins,50-59,Female,All,0.0584150681364465,11558,0.052171655995847,0.00420963545921406,9220,0.0116052060737527,3.62228947437253e-82
genders,50-59,Female,All,0.30247191011236,2242,0.268956289027654,0.000550395953841143,645,0.165891472868217,4.29072402869111e-14
age_bins,50-59,Male,White,0.163511808184604,4746,0.180994521702486,0.00112743823817807,5101,0.0505783179768673,9.4238273348772e-106
genders,50-59,Male,White,0.662043795620438,1318,0.651745068285281,0.429272141888002,340,0.758823529411765,0.000161501459040342
races,50-59,Male,White,0.584407216494845,1639,0.524100061012813,7.26582927352944e-07,538,0.479553903345725,8.01771073799242e-07
age_bins,50-59,Male,Asian,0.0547445255474453,1594,0.0577164366373902,0.601951004796049,3546,0.0366610265087422,2.20390637249095e-06
genders,50-59,Male,Asian,0.803571428571429,110,0.836363636363636,0.386671090379368,145,0.896551724137931,0.00483049041450625
races,50-59,Male,Asian,0.0579896907216495,1639,0.0561317876754118,0.747591156502014,538,0.241635687732342,1.63207042470665e-74
age_bins,50-59,Male,Black,0.0791613179289688,2130,0.0873239436619718,0.162921706091763,2702,0.0207253886010363,1.15056321934075e-29
genders,50-59,Male,Black,0.637931034482759,222,0.837837837837838,5.73409953925399e-10,57,0.982456140350877,6.22466489613947e-08
races,50-59,Male,Black,0.119201030927835,1639,0.113483831604637,0.475027705074941,538,0.104089219330855,0.279361016706647
age_bins,50-59,Male,Indian,0.14398249452954,1383,0.124367317425886,0.0377262797101583,956,0.0115062761506276,9.3626511502684e-32
genders,50-59,Male,Indian,0.814356435643564,209,0.822966507177033,0.748866257443574,11,1,0.113298447740842
races,50-59,Male,Indian,0.211984536082474,1639,0.104942037827944,1.4438052944124e-26,538,0.0204460966542751,8.01426732436849e-28
age_bins,50-59,Male,Other,0.0533854166666667,2680,0.123134328358209,2.34533375275542e-58,2528,0.0328322784810127,4.28742586901131e-06
genders,50-59,Male,Other,0.836734693877551,383,0.861618798955614,0.187640648731269,92,0.902173913043478,0.0894682913243987
races,50-59,Male,Other,0.0264175257731959,1639,0.201342281879195,0,538,0.154275092936803,1.19634503110677e-76
age_bins,50-59,Male,All,0.123360623161911,12533,0.13077475464773,0.0116028526062045,14833,0.0362704779882694,1.54157721347671e-228
genders,50-59,Male,All,0.69752808988764,2242,0.731043710972346,0.000550395953841149,645,0.834108527131783,4.29072402869114e-14
age_bins,50-59,All,White,0.134037765384992,9285,0.141949380721594,0.02524358751036,9037,0.0376231050127255,1.02742708807775e-159
races,50-59,All,White,0.615730337078652,2242,0.587867975022301,0.00668373725639546,645,0.527131782945736,3.73034165065717e-06
age_bins,50-59,All,Asian,0.0312325711098717,3489,0.0315276583548295,0.920181961809925,5794,0.025025888850535,0.00660692287030514
races,50-59,All,Asian,0.0503370786516854,2242,0.0490633363068689,0.782664421038481,645,0.224806201550388,1.28145464520345e-91
age_bins,50-59,All,Black,0.063624396665204,3981,0.0557648831951771,0.0421862692431841,3558,0.0160202360876897,1.39194507287092e-31
races,50-59,All,Black,0.130337078651685,2242,0.0990187332738626,1.05975920839284e-05,645,0.0883720930232558,0.00154757907693771
age_bins,50-59,All,Indian,0.10032282095853,2483,0.0841723721304873,0.00739008769080904,1470,0.00748299319727891,1.10024542329285e-32
races,50-59,All,Indian,0.181573033707865,2242,0.0932203389830508,9.72300028302113e-28,645,0.0170542635658915,1.12751205035887e-27
age_bins,50-59,All,Other,0.0286549707602339,4853,0.0789202555120544,4.15524574845927e-98,4194,0.0219360991893181,0.00910470422865314
races,50-59,All,Other,0.0220224719101124,2242,0.170829616413916,0,645,0.142635658914729,4.74811288411935e-97
age_bins,50-59,All,All,0.0923159903742428,24091,0.0930637997592462,0.688441779370818,24053,0.0268157818151582,4.29758467335378e-270
age_bins,60-69,Female,White,0.0654685494223363,4539,0.0295219211280018,6.15653671084926e-23,3936,0.000508130081300813,2.70971645201732e-61
genders,60-69,Female,White,0.396373056994819,632,0.212025316455696,1.3391744428064e-21,23,0.0869565217391304,0.00241583285162754
races,60-69,Female,White,0.770780856423174,193,0.694300518134715,0.0114789529431509,3,0.666666666666667,0.667907153187474
age_bins,60-69,Female,Asian,0.00669412976313079,1895,0.00844327176781003,0.350421221888211,2248,0.000444839857651246,0.000279465541488859
genders,60-69,Female,Asian,0.171052631578947,110,0.145454545454545,0.475860030490741,26,0.0384615384615385,0.0725824593119593
races,60-69,Female,Asian,0.0327455919395466,193,0.0829015544041451,9.03276460615858e-05,3,0.333333333333333,0.00344014808892943
age_bins,60-69,Female,Black,0.0184601530841963,1851,0.00918422474338196,0.00302922945940259,856,0,6.01131504018978e-05
genders,60-69,Female,Black,0.224043715846995,120,0.141666666666667,0.0304434793979734,1,0,0.591033989098892
races,60-69,Female,Black,0.103274559193955,193,0.0880829015544041,0.487984873380457,3,0,0.556668383900057
age_bins,60-69,Female,Indian,0.0183696900114811,1100,0.0136363636363636,0.242378266539942,514,0,0.00192604613064408
genders,60-69,Female,Indian,0.225352112676056,111,0.135135135135135,0.0229105261770495,0,0,1
races,60-69,Female,Indian,0.0806045340050378,193,0.077720207253886,0.882978337123451,3,0,0.608057222290494
age_bins,60-69,Female,Other,0.00530785562632696,2173,0.00506212609295904,0.874735648579292,1666,0,0.00286725000461875
genders,60-69,Female,Other,0.5,209,0.0526315789473684,1.42699213553889e-38,8,0,0.00467773498104722
races,60-69,Female,Other,0.0125944584382872,193,0.0569948186528497,3.17856792535704e-08,3,0,0.84491136294614
age_bins,60-69,Female,All,0.0344588143390331,11558,0.0166983907250389,6.06592758041361e-26,9220,0.000325379609544469,1.72192625172618e-72
genders,60-69,Female,All,0.335587489433643,1182,0.163282571912014,2.10631947763936e-36,58,0.0517241379310345,4.68833987231803e-06
age_bins,60-69,Male,White,0.0840093744366324,4746,0.104930467762326,2.04019326774995e-07,5101,0.00411683983532641,2.5728573293349e-94
genders,60-69,Male,White,0.603626943005181,632,0.787974683544304,1.33917444280645e-21,23,0.91304347826087,0.00241583285162754
races,60-69,Male,White,0.592875318066158,989,0.503538928210313,1.07476700457754e-08,55,0.381818181818182,0.00144290400880548
age_bins,60-69,Male,Asian,0.0383211678832117,1594,0.0589711417816813,1.74957505683293e-05,3546,0.00705019740552735,1.50597775638236e-22
genders,60-69,Male,Asian,0.828947368421053,110,0.854545454545454,0.475860030490742,26,0.961538461538462,0.0725824593119593
races,60-69,Male,Asian,0.0801526717557252,989,0.0950455005055612,0.0845494030071059,55,0.454545454545455,7.60829932046187e-25
age_bins,60-69,Male,Black,0.0607616602481814,2130,0.0483568075117371,0.0165521796406951,2702,0.000370096225018505,9.63066292635964e-40
genders,60-69,Male,Black,0.775956284153005,120,0.858333333333333,0.0304434793979735,1,1,0.591033989098892
races,60-69,Male,Black,0.180661577608142,989,0.104145601617796,3.99045021563636e-10,55,0.0181818181818182,0.00173644190177474
age_bins,60-69,Male,Indian,0.0481400437636762,1383,0.06941431670282,0.000219066375178009,956,0,3.56648382177281e-12
genders,60-69,Male,Indian,0.774647887323944,111,0.864864864864865,0.0229105261770495,0,0,1
races,60-69,Male,Indian,0.139949109414758,989,0.0970677451971689,0.000101471850211037,55,0,0.00277514527140772
age_bins,60-69,Male,Other,0.00651041666666667,2680,0.0738805970149254,0,2528,0.00316455696202532,0.0364606987180532
genders,60-69,Male,Other,0.5,209,0.947368421052632,1.42699213553893e-38,8,1,0.00467773498104722
races,60-69,Male,Other,0.00636132315521628,989,0.200202224469161,0,55,0.145454545454545,8.50639757446676e-39
age_bins,60-69,Male,All,0.0624751609569986,12533,0.0789116731827974,2.88861536644183e-14,14833,0.00370794849322457,1.63205550317583e-192
genders,60-69,Male,All,0.664412510566357,1182,0.836717428087986,2.10631947763945e-36,58,0.948275862068966,4.68833987231803e-06
age_bins,60-69,All,White,0.0755307699833676,9285,0.068066774367259,0.00649299677738552,9037,0.00254509239791966,2.98967743434368e-152
races,60-69,All,White,0.652578191039729,1182,0.534686971235195,8.52805316963229e-18,58,0.396551724137931,4.22166028577672e-05
age_bins,60-69,All,Asian,0.0211935303959844,3489,0.0315276583548295,2.25389487364604e-05,5794,0.00448740075940628,5.27742185722169e-19
races,60-69,All,Asian,0.0642434488588335,1182,0.0930626057529611,5.3212571568176e-05,58,0.448275862068966,4.2034876077409e-33
age_bins,60-69,All,Black,0.0401491882404563,3981,0.0301431801055011,0.00129988659784577,3558,0.000281056773468241,4.45061337177305e-34
races,60-69,All,Black,0.15469146238377,1182,0.101522842639594,4.30333962204389e-07,58,0.0172413793103448,0.00379403084593769
age_bins,60-69,All,Indian,0.0352619816240377,2483,0.0447039871123641,0.0107443121075013,1470,0,2.30046882222826e-13
races,60-69,All,Indian,0.120033812341505,1182,0.0939086294416244,0.00571585415551046,58,0,0.00491181710040436
age_bins,60-69,All,Other,0.00584795321637427,4853,0.0430661446527921,9.66832006266772e-254,4194,0.00190748688602766,0.000817417072796101
races,60-69,All,Other,0.0084530853761623,1182,0.176818950930626,0,58,0.137931034482759,2.36591001425113e-27
age_bins,60-69,All,All,0.0490830636461704,24091,0.0490639657963555,0.989052846689274,24053,0.00241134162058787,2.0820556027816e-246
genders,All,Female,White,0.457293806868213,9285,0.488852988691438,1.03245184722476e-09,9037,0.435542768617904,3.31588191740358e-05
races,All,Female,White,0.405693950177936,11558,0.392715002595605,0.00448753028922334,9220,0.426898047722343,3.3760683314763e-05
genders,All,Female,Asian,0.541550474065811,3489,0.543135568930926,0.850950386032931,5794,0.387987573351743,5.34410594862308e-122
races,All,Female,Asian,0.168561756791945,11558,0.163955701678491,0.18592037160304,9220,0.243817787418655,2.56152293564633e-83
genders,All,Female,Black,0.487275120666959,3981,0.464958553127355,0.00484673553378133,3558,0.240584598088814,8.6525330630269e-191
races,All,Female,Black,0.192778404652374,11558,0.160148814673819,2.98552512724596e-19,9220,0.0928416485900217,5.24326884301936e-131
genders,All,Female,Indian,0.432580084430097,2483,0.443012484897302,0.294054085230945,1470,0.349659863945578,1.3896529981707e-10
races,All,Female,Indian,0.151202152590921,11558,0.0951721751168022,9.57543925962066e-64,9220,0.0557483731019523,1.13391970133165e-144
genders,All,Female,Other,0.550877192982456,4853,0.447764269524006,1.42075685470793e-47,4194,0.39723414401526,2.54060751615906e-89
races,All,Female,Other,0.0817637357868241,11558,0.188008305935283,0,9220,0.180694143167028,1.16715291576751e-263
genders,All,Female,All,0.478010123641192,24091,0.479764227304803,0.585721945175127,24053,0.383320167962416,2.79204958502485e-190
genders,All,Male,White,0.542706193131787,9285,0.511147011308562,1.03245184722476e-09,9037,0.564457231382096,3.31588191740358e-05
races,All,Male,White,0.440902948891185,12533,0.378680284050108,5.09978319751314e-45,14833,0.343895368435246,1.83430727600433e-125
genders,All,Male,Asian,0.458449525934189,3489,0.456864431069074,0.850950386032926,5794,0.612012426648257,5.34410594862308e-122
races,All,Male,Asian,0.130673237421509,12533,0.127184233623235,0.246498962608974,14833,0.239061551944988,0
genders,All,Male,Black,0.512724879333041,3981,0.535041446872645,0.00484673553378117,3558,0.759415401911186,8.6525330630269e-191
races,All,Male,Black,0.185756299181305,12533,0.169951328492779,5.37506077112401e-06,14833,0.182161396885323,0.260259659127098
genders,All,Male,Indian,0.567419915569903,2483,0.556987515102698,0.294054085230951,1470,0.650340136054422,1.38965299817068e-10
races,All,Male,Indian,0.18162308242588,12533,0.110348679486157,1.85861769952851e-95,14833,0.0644508865367761,3.29446872251883e-300
genders,All,Male,Other,0.449122807017544,4853,0.552235730475994,1.42075685470793e-47,4194,0.60276585598474,2.54060751615942e-89
races,All,Male,Other,0.0610444320801208,12533,0.213835474347722,0,14833,0.170430796197667,0
genders,All,Male,All,0.521989876358808,24091,0.520235772695197,0.585721945175115,24053,0.616679832037584,2.79204958502456e-190
races,All,All,White,0.424072691062982,24091,0.385413639948529,3.179952101422e-34,24053,0.375711969400906,2.52797013158242e-52
races,All,All,Asian,0.148784333250353,24091,0.144825868581628,0.0842652180675308,24053,0.240884712925623,0
races,All,All,Black,0.189112936685752,24091,0.165248433024781,1.55652297959021e-21,24053,0.147923335966408,3.99480172376141e-60
races,All,All,Indian,0.167081569994191,24091,0.103067535594205,1.36972110664324e-156,24053,0.0611150376252442,0
races,All,All,Other,0.0709484690067214,24091,0.201444522850857,0,24053,0.174364944081819,0
